Transaction ID,Date,Account Number,Transaction Type,Amount,Source System,Reconciliation Status,Discrepancy Reason,Currency,Branch Code,Processed By,Approval Status,Comments,Transaction Mode,Last Modified
TXN014988,2024-03-14,ACC000331,Invoice,-2978.63,General Ledger,Matched,None,EUR,BRC012,User_11,Rejected,Incorrect amount,Manual Entry,2024-03-14
TXN014989,2024-03-05,ACC000346,Withdrawal,-2351.45,Payroll,Mismatched,Incorrect Amount,GBP,BRC018,User_32,Rejected,,Online,2024-03-05
TXN014990,2024-01-27,ACC000015,Payment,8443.97,Payroll,Adjusted,Missing,EUR,BRC002,User_32,Rejected,Duplicate entry,Manual Entry,2024-01-27
TXN014991,2024-03-09,ACC000314,Transfer,12767.91,Payroll,Pending,Duplicate,NGN,BRC014,User_13,Pending,Needs review,Online,2024-03-09
TXN014992,2024-03-17,ACC000449,Deposit,473.49,Payroll,Pending,Duplicate,USD,BRC013,User_37,Pending,Needs review,POS,2024-03-17
TXN014993,2024-02-15,ACC000280,Invoice,-1325.46,CRM,Matched,None,CAD,BRC019,User_38,Approved,Duplicate entry,POS,2024-02-15
TXN014994,2024-02-14,ACC000365,Withdrawal,11888.89,Bank,Mismatched,None,EUR,BRC016,User_50,Pending,Needs review,Wire Transfer,2024-02-14
TXN014995,2024-03-28,ACC000399,Deposit,13231.9,General Ledger,Adjusted,Missing,USD,BRC002,User_7,Rejected,Confirmed,ATM,2024-03-28
TXN014996,2024-01-10,ACC000051,Transfer,1466.74,CRM,Adjusted,Incorrect Amount,CAD,BRC015,User_4,Pending,Duplicate entry,POS,2024-01-10
TXN014997,2024-02-08,ACC000379,Payment,-845.95,Payroll,Matched,None,USD,BRC012,User_28,Rejected,Incorrect amount,ATM,2024-02-08
TXN014998,2024-02-19,ACC000304,Deposit,-2004.69,General Ledger,Matched,None,USD,BRC009,User_44,Approved,Duplicate entry,ATM,2024-02-19
TXN014999,2024-02-10,ACC000317,Withdrawal,1309.0,CRM,Pending,Missing,NGN,BRC004,User_25,Unknown,,ATM,2024-02-10
TXN015000,2024-03-31,ACC000034,Deposit,7982.36,Bank,Pending,Missing,EUR,BRC010,User_11,Pending,Duplicate entry,ATM,2024-03-31
TXN015001,2024-01-10,ACC000007,Payment,-2412.02,CRM,Pending,Missing,NGN,BRC013,User_4,Approved,Duplicate entry,Online,2024-01-10
TXN015002,2024-03-11,ACC000480,Deposit,4211.18,General Ledger,Pending,Missing,USD,BRC012,User_24,Approved,Duplicate entry,ATM,2024-03-11
TXN015003,2024-01-23,ACC000077,Invoice,1980.25,ERP,Adjusted,None,EUR,BRC015,User_21,Approved,Needs review,Wire Transfer,2024-01-23
TXN015004,2024-02-19,ACC000450,Transfer,12397.33,Payroll,Adjusted,Incorrect Amount,NGN,BRC002,User_18,Rejected,,Wire Transfer,2024-02-19
TXN015005,2024-01-21,ACC000050,Withdrawal,-1.22,CRM,Adjusted,Duplicate,NGN,BRC007,User_50,Rejected,Urgent,ATM,2024-01-21
TXN015006,2024-02-27,ACC000407,Transfer,-2332.33,CRM,Pending,Duplicate,EUR,BRC003,User_18,Approved,Confirmed,Online,2024-02-27
TXN015007,2024-03-22,ACC000233,Transfer,2425.06,Bank,Pending,Duplicate,USD,BRC001,User_14,Pending,Incorrect amount,Manual Entry,2024-03-22
TXN015008,2024-01-03,ACC000018,Deposit,14221.11,CRM,Mismatched,Missing,CAD,BRC004,User_9,Rejected,Duplicate entry,POS,2024-01-03
TXN015009,2024-02-12,ACC000320,Payment,9154.91,General Ledger,Adjusted,None,CAD,BRC004,User_36,Pending,Confirmed,Online,2024-02-12
TXN015010,2024-01-09,ACC000218,Deposit,14104.44,Payroll,Pending,None,NGN,BRC007,User_1,Approved,Needs review,Online,2024-01-09
TXN015011,2024-01-14,ACC000427,Payment,2402.37,General Ledger,Mismatched,Missing,EUR,BRC012,User_50,Pending,,ATM,2024-01-14
TXN015012,2024-01-20,ACC000385,Payment,-4921.4,Payroll,Adjusted,None,NGN,BRC009,User_50,Approved,,Manual Entry,2024-01-20
TXN015013,2024-03-08,ACC000055,Invoice,5252.66,ERP,Mismatched,Missing,GBP,BRC017,User_36,Approved,Needs review,Wire Transfer,2024-03-08
TXN015014,2024-01-21,ACC000255,Transfer,6568.62,ERP,Pending,Incorrect Amount,GBP,BRC003,User_37,Rejected,Confirmed,POS,2024-01-21
TXN015015,2024-02-06,ACC000425,Deposit,-4646.85,ERP,Pending,Duplicate,NGN,BRC015,User_27,Approved,,Wire Transfer,2024-02-06
TXN015016,2024-02-11,ACC000492,Invoice,11924.7,General Ledger,Adjusted,Missing,USD,BRC018,User_47,Pending,Incorrect amount,ATM,2024-02-11
TXN015017,2024-02-16,ACC000125,Transfer,6785.5,ERP,Adjusted,Incorrect Amount,USD,BRC020,User_3,Pending,Confirmed,Wire Transfer,2024-02-16
TXN015018,2024-03-09,ACC000083,Withdrawal,11813.1,General Ledger,Adjusted,Duplicate,USD,BRC014,User_19,Pending,,Wire Transfer,2024-03-09
TXN015019,2024-02-08,ACC000078,Payment,12206.9,ERP,Mismatched,Incorrect Amount,EUR,BRC012,User_31,Approved,Confirmed,Online,2024-02-08
TXN015020,2024-02-29,ACC000345,Unknown,9630.21,Bank,Pending,None,NGN,BRC006,User_18,Pending,Confirmed,POS,2024-02-29
TXN015021,2024-01-19,ACC000187,Withdrawal,491.19,ERP,Matched,None,EUR,BRC001,User_27,Approved,Urgent,POS,2024-01-19
TXN015022,2024-03-20,ACC000055,Withdrawal,-2360.14,General Ledger,Matched,None,USD,BRC002,User_5,Pending,Duplicate entry,ATM,2024-03-20
TXN015023,2024-03-19,ACC000442,Deposit,6310.66,Bank,Matched,None,GBP,BRC013,User_6,Rejected,Needs review,Online,2024-03-19
TXN015024,2024-01-12,ACC000320,Transfer,14486.04,General Ledger,Mismatched,None,EUR,BRC002,User_28,Approved,Needs review,ATM,2024-01-12
TXN015025,2024-02-17,ACC000341,Transfer,-1486.21,ERP,Pending,Duplicate,GBP,BRC010,User_10,Approved,Incorrect amount,Wire Transfer,2024-02-17
TXN015026,2024-01-12,ACC000411,Payment,-860.8,CRM,Pending,Missing,,BRC008,User_13,Pending,Needs review,ATM,2024-01-12
TXN015027,2024-03-14,ACC000221,Transfer,4667.22,Unknown,Mismatched,Missing,USD,BRC017,User_1,Rejected,Needs review,POS,2024-03-14
TXN015028,2024-03-09,ACC000385,Transfer,-4260.46,General Ledger,Pending,Duplicate,CAD,BRC003,User_6,Unknown,Duplicate entry,Online,2024-03-09
TXN015029,2024-01-10,ACC000394,Invoice,3854.57,CRM,Pending,Incorrect Amount,,BRC007,User_49,Pending,Incorrect amount,ATM,2024-01-10
TXN015030,2024-01-05,ACC000106,Payment,1236.72,Bank,Pending,None,NGN,BRC009,User_7,Approved,Incorrect amount,Wire Transfer,2024-01-05
TXN015031,2024-03-04,ACC000344,Payment,10998.74,Bank,Matched,None,NGN,BRC016,User_24,Approved,Duplicate entry,ATM,2024-03-04
TXN015032,2024-02-21,ACC000185,Transfer,33.64,Payroll,Adjusted,Duplicate,GBP,BRC009,User_12,Rejected,Incorrect amount,POS,2024-02-21
TXN015033,2024-03-13,ACC000265,Deposit,-3737.78,General Ledger,Matched,None,NGN,BRC009,User_2,Approved,Incorrect amount,POS,2024-03-13
TXN015034,,ACC000107,Invoice,9521.97,CRM,Pending,None,EUR,BRC016,User_38,Approved,Incorrect amount,Manual Entry,
TXN015035,2024-02-26,ACC000459,Transfer,8226.18,ERP,Matched,None,USD,BRC002,User_38,Rejected,,ATM,2024-02-26
TXN015036,2024-03-22,ACC000444,Payment,-696.01,ERP,Mismatched,Incorrect Amount,USD,Unknown,User_4,Approved,,Online,2024-03-22
TXN015037,2024-02-16,ACC000260,Invoice,7661.93,ERP,Pending,None,EUR,Unknown,User_50,Approved,,Online,
TXN015038,2024-01-05,ACC000274,Withdrawal,12710.63,Bank,Mismatched,Duplicate,GBP,BRC010,User_27,Approved,Urgent,ATM,2024-01-05
TXN015039,2024-01-01,ACC000058,Deposit,544.42,Payroll,Pending,Duplicate,EUR,BRC011,User_34,Rejected,Duplicate entry,Manual Entry,2024-01-01
TXN015040,2024-02-28,ACC000096,Withdrawal,5658.63,CRM,Pending,Missing,EUR,BRC019,User_44,Rejected,,Wire Transfer,
TXN015041,2024-01-22,ACC000495,Payment,7969.72,ERP,Matched,None,EUR,BRC019,User_17,Rejected,Urgent,Wire Transfer,2024-01-22
TXN015042,2024-02-29,ACC000407,Transfer,317.92,Payroll,Pending,None,USD,BRC015,User_41,Pending,,POS,2024-02-29
TXN015043,2024-03-09,ACC000370,Transfer,12358.87,General Ledger,Adjusted,Duplicate,NGN,BRC012,User_39,Approved,Urgent,Online,2024-03-09
TXN015044,,ACC000156,Payment,12772.91,Bank,Pending,Missing,GBP,BRC003,User_40,Pending,Needs review,Online,
TXN015045,2024-02-08,ACC000011,Invoice,1376.34,CRM,Pending,None,NGN,BRC013,User_42,Rejected,Duplicate entry,Online,2024-02-08
TXN015046,2024-03-20,ACC000087,Transfer,1613.13,Payroll,Matched,None,NGN,BRC011,User_36,Approved,Urgent,Manual Entry,2024-03-20
TXN015047,2024-02-24,ACC000289,Payment,11812.95,Payroll,Adjusted,Duplicate,CAD,BRC019,User_21,Approved,Incorrect amount,ATM,2024-02-24
TXN015048,2024-01-31,ACC000107,Payment,13079.96,General Ledger,Pending,Duplicate,CAD,BRC019,User_18,Pending,Confirmed,ATM,2024-01-31
TXN015049,2024-02-20,ACC000158,Transfer,-4001.53,Bank,Pending,Missing,GBP,BRC004,User_17,Approved,,Online,2024-02-20
TXN015050,2024-01-18,ACC000164,Withdrawal,-209.28,ERP,Pending,Duplicate,CAD,BRC015,User_10,Rejected,,POS,2024-01-18
TXN015051,2024-03-04,ACC000399,Invoice,6060.6,Payroll,Mismatched,Incorrect Amount,NGN,BRC020,User_42,Pending,Duplicate entry,POS,2024-03-04
TXN015052,2024-03-01,ACC000409,Invoice,9356.99,CRM,Mismatched,None,CAD,BRC012,User_20,Pending,,POS,2024-03-01
TXN015053,2024-03-17,ACC000260,Deposit,5129.15,CRM,Adjusted,Incorrect Amount,NGN,BRC013,User_26,Approved,Needs review,Manual Entry,2024-03-17
TXN015054,2024-01-29,ACC000314,Payment,4970.55,Unknown,Adjusted,Duplicate,EUR,BRC001,User_49,Rejected,Needs review,Manual Entry,2024-01-29
TXN015055,2024-01-04,ACC000352,Transfer,7401.42,General Ledger,Pending,Duplicate,EUR,BRC010,User_43,Approved,Incorrect amount,ATM,
TXN015056,2024-03-27,ACC000214,Unknown,-2535.73,Payroll,Pending,Duplicate,GBP,BRC001,User_9,Approved,Confirmed,Wire Transfer,2024-03-27
TXN015057,2024-01-17,ACC000440,Deposit,6928.64,General Ledger,Pending,None,USD,BRC010,User_43,Rejected,Confirmed,Online,2024-01-17
TXN015058,2024-02-25,ACC000218,Payment,-1224.97,Payroll,Adjusted,Missing,NGN,BRC012,User_44,Rejected,Duplicate entry,Online,2024-02-25
TXN015059,2024-03-09,ACC000332,Withdrawal,130.53,ERP,Mismatched,Missing,EUR,BRC012,User_22,Pending,,Wire Transfer,2024-03-09
TXN015060,2024-01-21,ACC000224,Transfer,13367.77,CRM,Mismatched,Missing,EUR,BRC010,User_12,Approved,Confirmed,POS,2024-01-21
TXN015061,2024-01-03,ACC000159,Withdrawal,13604.07,General Ledger,Pending,Incorrect Amount,EUR,BRC010,User_23,Approved,Needs review,Wire Transfer,2024-01-03
TXN015062,2024-02-20,ACC000270,Payment,2040.7,Bank,Adjusted,Incorrect Amount,,Unknown,User_25,Rejected,Duplicate entry,Online,2024-02-20
TXN015063,2024-01-18,ACC000114,Invoice,-251.99,ERP,Matched,None,USD,BRC017,User_47,Approved,,Wire Transfer,2024-01-18
TXN015064,2024-02-16,ACC000203,Withdrawal,7022.79,CRM,Matched,None,EUR,BRC009,User_41,Pending,Confirmed,ATM,2024-02-16
TXN015065,2024-02-09,ACC000197,Transfer,-2341.0,Payroll,Mismatched,Missing,CAD,Unknown,,Pending,Needs review,POS,2024-02-09
TXN015066,2024-03-28,ACC000295,Transfer,7001.87,ERP,Adjusted,Incorrect Amount,CAD,BRC005,User_42,Pending,Needs review,Manual Entry,2024-03-28
TXN015067,2024-03-08,ACC000466,Deposit,11526.12,Bank,Adjusted,Missing,GBP,BRC014,User_12,Rejected,Duplicate entry,Manual Entry,2024-03-08
TXN015068,2024-01-25,ACC000096,Payment,-304.22,General Ledger,Matched,None,GBP,BRC016,User_49,Approved,Confirmed,Wire Transfer,2024-01-25
TXN015069,2024-02-17,ACC000258,Unknown,4808.94,Bank,Matched,None,CAD,BRC001,User_23,Pending,Needs review,Online,2024-02-17
TXN015070,2024-03-06,ACC000155,Deposit,-1595.53,CRM,Mismatched,Missing,USD,BRC013,User_39,Approved,,Online,2024-03-06
TXN015071,2024-03-21,ACC000389,Deposit,1892.58,CRM,Adjusted,Missing,CAD,BRC003,User_10,Pending,Duplicate entry,Manual Entry,2024-03-21
TXN015072,2024-03-10,ACC000122,Withdrawal,-4461.39,CRM,Pending,None,GBP,BRC001,User_40,Rejected,,Online,2024-03-10
TXN015073,2024-03-24,ACC000164,Deposit,-3594.19,General Ledger,Adjusted,Incorrect Amount,CAD,BRC002,User_17,Pending,Incorrect amount,POS,2024-03-24
TXN015074,2024-03-30,ACC000042,Deposit,382.18,Payroll,Pending,None,USD,BRC010,User_14,Rejected,Incorrect amount,POS,2024-03-30
TXN015075,2024-01-03,ACC000313,Invoice,13556.14,ERP,Pending,Missing,USD,BRC008,User_22,Rejected,Urgent,ATM,2024-01-03
TXN015076,2024-03-13,ACC000478,Invoice,-4857.95,CRM,Adjusted,Missing,NGN,BRC007,User_15,Rejected,Incorrect amount,ATM,2024-03-13
TXN015077,2024-01-20,ACC000090,Transfer,14625.36,Bank,Mismatched,Duplicate,USD,BRC004,User_12,Rejected,Duplicate entry,Manual Entry,2024-01-20
TXN015078,2024-02-04,ACC000440,Deposit,-1101.12,Bank,Matched,None,NGN,BRC014,User_1,Rejected,,Manual Entry,2024-02-04
TXN015079,2024-02-03,ACC000227,Invoice,12721.22,General Ledger,Pending,Incorrect Amount,CAD,BRC004,User_16,Unknown,Confirmed,Online,2024-02-03
TXN015080,2024-02-14,ACC000435,Withdrawal,8074.03,ERP,Matched,None,NGN,BRC008,User_28,Rejected,Confirmed,POS,2024-02-14
TXN015081,2024-01-24,ACC000283,Invoice,-351.13,General Ledger,Matched,None,EUR,BRC015,User_31,Rejected,Needs review,Manual Entry,2024-01-24
TXN015082,2024-02-09,ACC000323,Deposit,602.93,General Ledger,Adjusted,Missing,,BRC011,User_4,Pending,Needs review,Online,2024-02-09
TXN015083,2024-02-09,ACC000438,Payment,2608.12,CRM,Adjusted,Incorrect Amount,NGN,BRC006,User_36,Pending,Needs review,Wire Transfer,2024-02-09
TXN015084,2024-01-25,ACC000332,Deposit,-401.15,General Ledger,Adjusted,None,EUR,BRC010,User_23,Approved,Duplicate entry,POS,2024-01-25
TXN015085,2024-01-28,ACC000448,Transfer,9660.15,Unknown,Pending,Incorrect Amount,CAD,BRC018,User_8,Rejected,Confirmed,ATM,2024-01-28
TXN015086,2024-03-21,ACC000369,Withdrawal,4126.69,Payroll,Pending,Incorrect Amount,CAD,BRC004,User_45,Rejected,Confirmed,Manual Entry,2024-03-21
TXN015087,2024-03-19,ACC000331,Transfer,4968.81,ERP,Pending,Missing,GBP,Unknown,User_43,Approved,,Manual Entry,2024-03-19
TXN015088,2024-02-18,ACC000153,Unknown,10284.63,General Ledger,Matched,None,EUR,BRC016,User_22,Unknown,,POS,2024-02-18
TXN015089,2024-03-27,ACC000167,Payment,7472.47,General Ledger,Adjusted,Duplicate,CAD,BRC019,User_45,Approved,,ATM,2024-03-27
TXN015090,2024-01-15,ACC000015,Invoice,-3345.38,ERP,Pending,Incorrect Amount,NGN,BRC016,User_25,Rejected,Confirmed,ATM,2024-01-15
TXN015091,2024-03-27,ACC000357,Deposit,7503.37,General Ledger,Mismatched,Duplicate,USD,BRC017,User_46,Rejected,Urgent,Online,2024-03-27
TXN015092,2024-02-03,ACC000408,Transfer,-4498.16,ERP,Pending,Duplicate,CAD,BRC009,User_40,Pending,Duplicate entry,Online,2024-02-03
TXN015093,2024-01-31,ACC000107,Transfer,7541.07,General Ledger,Matched,None,GBP,BRC018,User_41,Pending,Urgent,POS,2024-01-31
TXN015094,2024-02-07,ACC000033,Payment,-901.72,CRM,Mismatched,Missing,EUR,BRC011,User_19,Rejected,Duplicate entry,Wire Transfer,
TXN015095,2024-02-28,ACC000131,Invoice,14308.51,Payroll,Mismatched,None,USD,BRC016,User_36,Rejected,,Online,2024-02-28
TXN015096,2024-02-18,ACC000284,Payment,-4749.38,ERP,Matched,None,CAD,BRC020,User_6,Rejected,Incorrect amount,Wire Transfer,2024-02-18
TXN015097,2024-01-20,ACC000263,Payment,-2736.63,ERP,Mismatched,Incorrect Amount,CAD,BRC013,User_47,Rejected,Urgent,POS,2024-01-20
TXN015098,2024-03-11,ACC000018,Payment,13226.69,Bank,Pending,None,EUR,BRC001,User_21,Pending,Confirmed,POS,2024-03-11
TXN015099,2024-03-25,ACC000499,Invoice,8980.7,Bank,Pending,Incorrect Amount,EUR,BRC003,User_44,Rejected,Urgent,Wire Transfer,2024-03-25
TXN015100,2024-02-24,ACC000120,Transfer,11299.88,ERP,Matched,None,EUR,BRC009,User_19,Pending,Incorrect amount,Wire Transfer,2024-02-24
TXN015101,2024-03-09,ACC000203,Invoice,4444.23,ERP,Matched,None,,BRC012,User_32,Approved,Incorrect amount,POS,2024-03-09
TXN015102,2024-03-17,ACC000425,Payment,5215.97,Payroll,Adjusted,Missing,EUR,BRC005,User_23,Pending,Confirmed,Wire Transfer,2024-03-17
TXN015103,2024-01-31,ACC000134,Deposit,9293.83,CRM,Pending,Duplicate,,BRC017,User_38,Rejected,Confirmed,ATM,2024-01-31
TXN015104,2024-03-02,ACC000328,Payment,7270.2,Bank,Matched,None,USD,BRC009,User_38,Pending,Duplicate entry,Manual Entry,2024-03-02
TXN015105,2024-03-29,ACC000273,Deposit,10628.76,Payroll,Mismatched,None,EUR,BRC003,User_48,Rejected,Urgent,Online,2024-03-29
TXN015106,2024-03-15,ACC000171,Payment,7839.15,CRM,Adjusted,None,GBP,Unknown,User_47,Approved,,Manual Entry,2024-03-15
TXN015107,2024-02-01,ACC000431,Deposit,11058.68,Payroll,Adjusted,Missing,NGN,BRC005,User_24,Approved,,Online,2024-02-01
TXN015108,2024-02-03,ACC000133,Transfer,4254.72,General Ledger,Adjusted,Incorrect Amount,EUR,BRC012,User_4,Approved,Duplicate entry,Manual Entry,2024-02-03
TXN015109,2024-02-18,ACC000440,Withdrawal,9106.48,Payroll,Adjusted,Duplicate,USD,BRC005,User_46,Rejected,Needs review,Wire Transfer,2024-02-18
TXN015110,2024-02-10,ACC000359,Withdrawal,3321.37,Bank,Matched,None,GBP,BRC016,User_46,Rejected,Duplicate entry,ATM,2024-02-10
TXN015111,,ACC000360,Transfer,3643.19,Bank,Matched,None,CAD,BRC018,User_48,Rejected,Confirmed,POS,
TXN015112,2024-03-19,ACC000304,Withdrawal,7852.89,Bank,Adjusted,None,NGN,BRC018,User_41,Rejected,Needs review,Wire Transfer,2024-03-19
TXN015113,2024-01-08,ACC000055,Transfer,7034.86,CRM,Pending,Incorrect Amount,USD,BRC015,User_22,Approved,Duplicate entry,POS,2024-01-08
TXN015114,2024-03-23,ACC000398,Payment,4281.09,General Ledger,Adjusted,Incorrect Amount,GBP,BRC016,User_8,Approved,Confirmed,POS,2024-03-23
TXN015115,2024-02-21,ACC000496,Deposit,7087.61,General Ledger,Adjusted,None,EUR,BRC018,User_34,Pending,Incorrect amount,Manual Entry,2024-02-21
TXN015116,2024-01-10,ACC000091,Payment,6197.99,Bank,Pending,Duplicate,USD,BRC001,User_2,Approved,Duplicate entry,POS,2024-01-10
TXN015117,2024-02-29,ACC000038,Transfer,10828.72,General Ledger,Adjusted,Missing,USD,BRC016,User_18,Approved,Needs review,Manual Entry,2024-02-29
TXN015118,2024-03-19,ACC000014,Withdrawal,9568.78,ERP,Adjusted,None,GBP,BRC004,User_1,Pending,Confirmed,Manual Entry,2024-03-19
TXN015119,2024-03-25,ACC000449,Invoice,11921.23,CRM,Mismatched,None,NGN,BRC015,User_32,Pending,Needs review,ATM,2024-03-25
TXN015120,2024-03-18,ACC000129,Invoice,-3008.78,Bank,Matched,None,NGN,BRC005,User_32,Pending,,Manual Entry,2024-03-18
TXN015121,2024-02-27,ACC000428,Invoice,-3860.19,ERP,Pending,Incorrect Amount,,BRC008,User_35,Rejected,Urgent,Manual Entry,2024-02-27
TXN015122,2024-03-11,ACC000242,Invoice,-631.76,Bank,Adjusted,None,CAD,BRC005,User_40,Approved,,POS,2024-03-11
TXN015123,2024-02-08,ACC000076,Deposit,8963.42,Bank,Adjusted,None,GBP,BRC002,User_1,Approved,,Online,2024-02-08
TXN015124,2024-01-26,ACC000375,Transfer,9589.28,Bank,Mismatched,None,EUR,BRC001,User_24,Rejected,Confirmed,POS,2024-01-26
TXN015125,2024-03-16,ACC000195,Payment,-397.46,Payroll,Matched,None,USD,BRC019,User_14,Rejected,Incorrect amount,POS,2024-03-16
TXN015126,2024-03-05,ACC000012,Withdrawal,5322.1,Payroll,Pending,Incorrect Amount,,BRC012,User_28,Approved,,POS,2024-03-05
TXN015127,2024-02-27,ACC000236,Deposit,-3147.16,ERP,Matched,None,USD,BRC004,User_6,Approved,Urgent,Manual Entry,2024-02-27
TXN015128,2024-01-02,ACC000473,Deposit,556.22,Bank,Pending,Duplicate,EUR,BRC002,User_3,Pending,,Wire Transfer,2024-01-02
TXN015129,2024-03-09,ACC000472,Invoice,12805.28,General Ledger,Matched,None,GBP,BRC019,User_8,Approved,Confirmed,Manual Entry,2024-03-09
TXN015130,2024-03-21,ACC000030,Deposit,14487.69,ERP,Adjusted,Duplicate,NGN,BRC015,User_46,Pending,Urgent,POS,2024-03-21
TXN015131,2024-01-21,ACC000045,Invoice,10460.07,ERP,Matched,None,GBP,BRC009,User_32,Approved,Needs review,POS,2024-01-21
TXN015132,2024-02-24,ACC000476,Withdrawal,-2151.95,Payroll,Matched,None,NGN,BRC014,User_33,Pending,Confirmed,Wire Transfer,2024-02-24
TXN015133,2024-03-18,ACC000003,Unknown,12262.18,General Ledger,Matched,None,CAD,BRC004,User_24,Approved,,Wire Transfer,2024-03-18
TXN015134,2024-01-18,ACC000003,Transfer,-2160.35,Bank,Mismatched,Missing,CAD,BRC004,User_50,Approved,Urgent,Manual Entry,
TXN015135,2024-02-29,ACC000395,Transfer,-4126.64,ERP,Pending,Incorrect Amount,GBP,BRC015,User_49,Pending,,ATM,2024-02-29
TXN015136,2024-01-24,ACC000261,Payment,4546.59,CRM,Matched,None,USD,BRC015,User_14,Rejected,Incorrect amount,POS,
TXN015137,2024-02-12,ACC000035,Payment,10880.14,Bank,Matched,None,NGN,BRC018,User_47,Approved,Needs review,POS,2024-02-12
TXN015138,2024-03-16,ACC000207,Withdrawal,13025.7,Bank,Matched,None,CAD,BRC014,User_17,Rejected,Duplicate entry,Online,2024-03-16
TXN015139,2024-03-07,ACC000090,Invoice,4249.7,CRM,Matched,None,USD,BRC002,User_50,Rejected,Duplicate entry,Wire Transfer,2024-03-07
TXN015140,2024-03-06,ACC000381,Transfer,-4369.35,Bank,Matched,None,NGN,BRC020,User_18,Approved,Duplicate entry,POS,2024-03-06
TXN015141,2024-01-28,ACC000374,Payment,2367.03,ERP,Adjusted,None,NGN,BRC015,User_35,Pending,Incorrect amount,Wire Transfer,2024-01-28
TXN015142,2024-01-24,ACC000013,Invoice,2398.82,Payroll,Pending,Incorrect Amount,CAD,BRC019,User_25,Rejected,Incorrect amount,POS,2024-01-24
TXN015143,2024-02-19,ACC000306,Payment,9761.75,General Ledger,Adjusted,Duplicate,CAD,BRC014,User_32,Approved,Urgent,POS,2024-02-19
TXN015144,2024-03-05,ACC000167,Invoice,6994.21,CRM,Mismatched,Incorrect Amount,EUR,BRC002,User_5,Pending,Needs review,Manual Entry,2024-03-05
TXN015145,2024-03-03,ACC000091,Invoice,7642.5,ERP,Adjusted,Incorrect Amount,CAD,BRC015,User_38,Approved,Needs review,Manual Entry,2024-03-03
TXN015146,2024-03-20,ACC000189,Deposit,8756.13,Payroll,Pending,Duplicate,CAD,BRC003,User_46,Rejected,Duplicate entry,POS,2024-03-20
TXN015147,2024-02-19,ACC000065,Payment,-4882.65,Payroll,Mismatched,Incorrect Amount,NGN,BRC017,User_41,Pending,,Manual Entry,2024-02-19
TXN015148,2024-02-10,ACC000366,Withdrawal,4701.83,ERP,Matched,None,,BRC007,User_39,Pending,Incorrect amount,ATM,2024-02-10
TXN015149,2024-03-26,ACC000059,Withdrawal,-666.24,General Ledger,Adjusted,Missing,CAD,BRC001,User_2,Approved,Incorrect amount,Manual Entry,2024-03-26
TXN015150,2024-03-23,ACC000167,Unknown,-56.59,Bank,Mismatched,Incorrect Amount,NGN,BRC007,User_42,Approved,Needs review,POS,2024-03-23
TXN015151,2024-02-09,ACC000468,Invoice,4816.5,ERP,Pending,Incorrect Amount,USD,BRC010,User_47,Unknown,Incorrect amount,ATM,2024-02-09
TXN015152,2024-02-07,ACC000314,Transfer,-2528.35,General Ledger,Pending,Incorrect Amount,CAD,BRC015,User_20,Rejected,,Online,2024-02-07
TXN015153,2024-02-29,ACC000378,Invoice,-4062.2,Bank,Pending,None,NGN,BRC019,User_10,Rejected,,POS,2024-02-29
TXN015154,2024-03-30,ACC000475,Transfer,-3068.24,General Ledger,Matched,None,NGN,BRC006,User_38,Pending,Incorrect amount,POS,2024-03-30
TXN015155,2024-03-22,ACC000486,Payment,-892.74,ERP,Matched,None,NGN,BRC016,User_20,Pending,Urgent,POS,2024-03-22
TXN015156,2024-03-05,ACC000253,Transfer,4354.04,Bank,Pending,Incorrect Amount,,BRC004,User_37,Approved,Needs review,ATM,2024-03-05
TXN015157,2024-03-11,ACC000294,Payment,9648.32,CRM,Adjusted,Duplicate,USD,BRC008,User_44,Pending,Needs review,Wire Transfer,2024-03-11
TXN015158,2024-03-02,ACC000276,Payment,9868.75,Payroll,Matched,None,GBP,BRC001,User_39,Pending,Duplicate entry,Wire Transfer,2024-03-02
TXN015159,2024-02-23,ACC000134,Invoice,1799.22,Unknown,Matched,None,NGN,BRC012,User_24,Rejected,,POS,2024-02-23
TXN015160,2024-02-20,ACC000167,Payment,-2128.24,ERP,Mismatched,None,GBP,BRC016,User_21,Pending,Urgent,POS,2024-02-20
TXN015161,2024-03-25,ACC000114,Payment,-2431.26,General Ledger,Matched,None,NGN,BRC017,User_35,Pending,Confirmed,Manual Entry,2024-03-25
TXN015162,2024-03-31,ACC000154,Withdrawal,-4963.47,Bank,Pending,Duplicate,NGN,BRC011,User_11,Rejected,Urgent,ATM,2024-03-31
TXN015163,2024-02-20,ACC000282,Deposit,11621.84,Bank,Matched,None,EUR,BRC001,User_49,Rejected,Confirmed,ATM,2024-02-20
TXN015164,,ACC000215,Withdrawal,3295.16,CRM,Matched,None,EUR,BRC005,User_16,Pending,,Online,
TXN015165,2024-01-26,ACC000405,Withdrawal,9682.75,Payroll,Pending,None,CAD,BRC005,User_19,Approved,Needs review,Online,2024-01-26
TXN015166,2024-02-13,ACC000011,Withdrawal,12607.95,ERP,Adjusted,Missing,USD,BRC017,User_11,Approved,Needs review,ATM,2024-02-13
TXN015167,2024-01-05,ACC000138,Deposit,14315.55,Payroll,Mismatched,Incorrect Amount,,BRC019,User_9,Approved,Urgent,Online,2024-01-05
TXN015168,2024-03-19,ACC000394,Transfer,1292.48,ERP,Pending,Incorrect Amount,NGN,Unknown,User_24,Rejected,,Online,2024-03-19
